KC_term,gene
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,TUBB4A
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,TUBB4B
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,TUBB6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,USP11
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,VBP1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,WRAP53
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,XRN2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,MSRA
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,MSRB1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,MSRB2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,MSRB3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,PCMT1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,TXN
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ABCA3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADGRF5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADORA2A
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADORA2B
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADRA2A
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADRA2C
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CCDC59
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CECR1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CSF2RA
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CSF2RB
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CTSH
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,DMBT1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,GATA6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,LMCD1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,NAPSA
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,P2RY2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,PGA3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,PGA4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,PGA5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,SFTA3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,SFTPA1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,SFTPA2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,SFTPB
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,SFTPC
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,SFTPD
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,SLC34A1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,SLC34A2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,TTF1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ZDHHC2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,A4GNT
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AAAS
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ACTL6A
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ACTR10
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ACTR1A
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ACTR5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ACTR8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS10
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS12
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS13
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS14
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS15
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS16
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS17
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS18
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS19
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS20
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS7
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTS9
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTSL1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTSL2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTSL3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTSL4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADAMTSL5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADRB2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ADRM1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AGBL1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AGBL2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AGBL3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AGBL4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AGBL5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AGTPBP1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG10
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG10B
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG11
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG12
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG13
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG14
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALG9
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALPG
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ALPL
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AMDHD2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AMER1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AMFR
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ANK1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ANK2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ANK3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ANKRD28
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ANKRD9
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,APC
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AR
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ARCN1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AREG
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ARF4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ARF5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ARFGAP1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ARFGAP2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ARFGAP3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ARRB1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ARRB2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ART3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ART4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB10
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB11
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB12
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB13
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB14
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB15
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB16
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB17
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB18
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB7
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASB9
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASGR1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASGR2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASPH
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASXL1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ASXL2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ATXN3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ATXN3L
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,ATXN7
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AURKA
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AURKB
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AXIN1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,AXIN2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GALNT2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GLCT
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GNT2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GNT3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GNT4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GNT5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GNT6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GNT7
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GNT8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GNT9
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B3GNTL1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B4GALNT2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B4GALT1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B4GALT2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B4GALT3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B4GALT4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B4GALT5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B4GALT6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,B4GAT1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BABAM1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BAP1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BARD1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BCL10
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BECN1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BET1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BET1L
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BGLAP
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BIRC2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BIRC3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BIRC5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BLM
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BMI1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BRCA1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BRCC3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BRE
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BST1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BTBD1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BTBD6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,BTRC
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,C1GALT1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,C1GALT1C1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CALM1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CALR
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CAMKMT
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CAND1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CANX
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CAPZA1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CAPZA2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CAPZA3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CAPZB
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CASP8AP2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CBX2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CBX4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CBX5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CBX8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CCDC22
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CCDC8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CCNA1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CCNA2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CCNF
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CCP110
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CD109
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CD52
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CD55
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CD59
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CDC20
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CDC25A
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CDC34
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CDC73
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CDCA8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CDK1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CDKN1A
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CDKN2A
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CEACAM5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CEACAM7
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CETN2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CFP
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CFTR
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CHD3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CHM
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CHML
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CHST10
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CHST4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CHST8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CISH
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CLSPN
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CMAS
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CNIH1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CNIH2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CNIH3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CNTN3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CNTN4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,CNTN5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COG1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COG2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COG3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COG4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COG5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COG6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COG7
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COG8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COL7A1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COMMD1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COMMD10
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COMMD2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COMMD3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COMMD4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COMMD5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COMMD6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COMMD7
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COMMD8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COMMD9
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPA
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPB1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPB2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPE
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPG1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPG2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPS2
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPS3
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPS4
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPS5
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPS6
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPS7A
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPS7B
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPS8
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPZ1
DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA,COPZ2
