"","KC_term","gene"
"15592","DISRUPTS TRANSPORT FUNCTION","ATP8A2"
"15593","DISRUPTS TRANSPORT FUNCTION","ATP8B1"
"15594","DISRUPTS TRANSPORT FUNCTION","ATP8B2"
"15595","DISRUPTS TRANSPORT FUNCTION","ATP8B3"
"15596","DISRUPTS TRANSPORT FUNCTION","ATP8B4"
"15597","DISRUPTS TRANSPORT FUNCTION","ATP9A"
"15598","DISRUPTS TRANSPORT FUNCTION","ATP9B"
"15599","DISRUPTS TRANSPORT FUNCTION","BEST1"
"15600","DISRUPTS TRANSPORT FUNCTION","BEST2"
"15601","DISRUPTS TRANSPORT FUNCTION","BEST3"
"15602","DISRUPTS TRANSPORT FUNCTION","BEST4"
"15603","DISRUPTS TRANSPORT FUNCTION","BSND"
"15604","DISRUPTS TRANSPORT FUNCTION","CAMK2A"
"15605","DISRUPTS TRANSPORT FUNCTION","CAMK2B"
"15606","DISRUPTS TRANSPORT FUNCTION","CAMK2D"
"15607","DISRUPTS TRANSPORT FUNCTION","CAMK2G"
"15608","DISRUPTS TRANSPORT FUNCTION","CASQ1"
"15609","DISRUPTS TRANSPORT FUNCTION","CASQ2"
"15610","DISRUPTS TRANSPORT FUNCTION","CLCA1"
"15611","DISRUPTS TRANSPORT FUNCTION","CLCA2"
"15612","DISRUPTS TRANSPORT FUNCTION","CLCA3P"
"15613","DISRUPTS TRANSPORT FUNCTION","CLCA4"
"15614","DISRUPTS TRANSPORT FUNCTION","CLCN1"
"15615","DISRUPTS TRANSPORT FUNCTION","CLCN2"
"15616","DISRUPTS TRANSPORT FUNCTION","CLCN3"
"15617","DISRUPTS TRANSPORT FUNCTION","CLCN4"
"15618","DISRUPTS TRANSPORT FUNCTION","CLCN5"
"15619","DISRUPTS TRANSPORT FUNCTION","CLCN6"
"15620","DISRUPTS TRANSPORT FUNCTION","CLCN7"
"15621","DISRUPTS TRANSPORT FUNCTION","CLCNKA"
"15622","DISRUPTS TRANSPORT FUNCTION","CLCNKB"
"15623","DISRUPTS TRANSPORT FUNCTION","CLIC2"
"15624","DISRUPTS TRANSPORT FUNCTION","CUTC"
"15625","DISRUPTS TRANSPORT FUNCTION","FKBP1B"
"15626","DISRUPTS TRANSPORT FUNCTION","FXYD1"
"15627","DISRUPTS TRANSPORT FUNCTION","FXYD2"
"15628","DISRUPTS TRANSPORT FUNCTION","FXYD3"
"15629","DISRUPTS TRANSPORT FUNCTION","FXYD4"
"15630","DISRUPTS TRANSPORT FUNCTION","FXYD6"
"15631","DISRUPTS TRANSPORT FUNCTION","FXYD7"
"15632","DISRUPTS TRANSPORT FUNCTION","MCOLN2"
"15633","DISRUPTS TRANSPORT FUNCTION","MCOLN3"
"15634","DISRUPTS TRANSPORT FUNCTION","MLKL"
"15635","DISRUPTS TRANSPORT FUNCTION","NALCN"
"15636","DISRUPTS TRANSPORT FUNCTION","NEDD4L"
"15637","DISRUPTS TRANSPORT FUNCTION","OSTM1"
"15638","DISRUPTS TRANSPORT FUNCTION","PLN"
"15639","DISRUPTS TRANSPORT FUNCTION","RAF1"
"15640","DISRUPTS TRANSPORT FUNCTION","RIPK1"
"15641","DISRUPTS TRANSPORT FUNCTION","RIPK3"
"15642","DISRUPTS TRANSPORT FUNCTION","RYR1"
"15643","DISRUPTS TRANSPORT FUNCTION","RYR2"
"15644","DISRUPTS TRANSPORT FUNCTION","RYR3"
"15645","DISRUPTS TRANSPORT FUNCTION","SCNN1A"
"15646","DISRUPTS TRANSPORT FUNCTION","SCNN1B"
"15647","DISRUPTS TRANSPORT FUNCTION","SCNN1D"
"15648","DISRUPTS TRANSPORT FUNCTION","SCNN1G"
"15649","DISRUPTS TRANSPORT FUNCTION","SGK1"
"15650","DISRUPTS TRANSPORT FUNCTION","SGK2"
"15651","DISRUPTS TRANSPORT FUNCTION","SGK3"
"15652","DISRUPTS TRANSPORT FUNCTION","SLC17A3"
"15653","DISRUPTS TRANSPORT FUNCTION","SLC9B1"
"15654","DISRUPTS TRANSPORT FUNCTION","SLC9B2"
"15655","DISRUPTS TRANSPORT FUNCTION","SLC9C1"
"15656","DISRUPTS TRANSPORT FUNCTION","SLC9C2"
"15657","DISRUPTS TRANSPORT FUNCTION","SLN"
"15658","DISRUPTS TRANSPORT FUNCTION","STOM"
"15659","DISRUPTS TRANSPORT FUNCTION","STOML3"
"15660","DISRUPTS TRANSPORT FUNCTION","TPCN1"
"15661","DISRUPTS TRANSPORT FUNCTION","TPCN2"
"15662","DISRUPTS TRANSPORT FUNCTION","TRDN"
"15663","DISRUPTS TRANSPORT FUNCTION","TRPA1"
"15664","DISRUPTS TRANSPORT FUNCTION","TRPC1"
"15665","DISRUPTS TRANSPORT FUNCTION","TRPC3"
"15666","DISRUPTS TRANSPORT FUNCTION","TRPC4"
"15667","DISRUPTS TRANSPORT FUNCTION","TRPC4AP"
"15668","DISRUPTS TRANSPORT FUNCTION","TRPC5"
"15669","DISRUPTS TRANSPORT FUNCTION","TRPC6"
"15670","DISRUPTS TRANSPORT FUNCTION","TRPC7"
"15671","DISRUPTS TRANSPORT FUNCTION","TRPM1"
"15672","DISRUPTS TRANSPORT FUNCTION","TRPM2"
"15673","DISRUPTS TRANSPORT FUNCTION","TRPM3"
"15674","DISRUPTS TRANSPORT FUNCTION","TRPM4"
"15675","DISRUPTS TRANSPORT FUNCTION","TRPM5"
"15676","DISRUPTS TRANSPORT FUNCTION","TRPM6"
"15677","DISRUPTS TRANSPORT FUNCTION","TRPM7"
"15678","DISRUPTS TRANSPORT FUNCTION","TRPM8"
"15679","DISRUPTS TRANSPORT FUNCTION","TRPV1"
"15680","DISRUPTS TRANSPORT FUNCTION","TRPV2"
"15681","DISRUPTS TRANSPORT FUNCTION","TRPV3"
"15682","DISRUPTS TRANSPORT FUNCTION","TRPV4"
"15683","DISRUPTS TRANSPORT FUNCTION","TRPV5"
"15684","DISRUPTS TRANSPORT FUNCTION","TRPV6"
"15685","DISRUPTS TRANSPORT FUNCTION","TSC22D3"
"15686","DISRUPTS TRANSPORT FUNCTION","TTYH1"
"15687","DISRUPTS TRANSPORT FUNCTION","TTYH2"
"15688","DISRUPTS TRANSPORT FUNCTION","TTYH3"
"15689","DISRUPTS TRANSPORT FUNCTION","UNC79"
"15690","DISRUPTS TRANSPORT FUNCTION","UNC80"
"15691","DISRUPTS TRANSPORT FUNCTION","WNK1"
"15692","DISRUPTS TRANSPORT FUNCTION","WNK2"
"15693","DISRUPTS TRANSPORT FUNCTION","WNK3"
"15694","DISRUPTS TRANSPORT FUNCTION","WNK4"
"15695","DISRUPTS TRANSPORT FUNCTION","WWP1"
"15696","DISRUPTS TRANSPORT FUNCTION","AAK1"
"15697","DISRUPTS TRANSPORT FUNCTION","ACBD3"
"15698","DISRUPTS TRANSPORT FUNCTION","ACTB"
"15699","DISRUPTS TRANSPORT FUNCTION","ACTG1"
"15700","DISRUPTS TRANSPORT FUNCTION","ACTR10"
"15701","DISRUPTS TRANSPORT FUNCTION","ACTR1A"
"15702","DISRUPTS TRANSPORT FUNCTION","ACTR2"
"15703","DISRUPTS TRANSPORT FUNCTION","ACTR3"
"15704","DISRUPTS TRANSPORT FUNCTION","ADRB2"
"15705","DISRUPTS TRANSPORT FUNCTION","AGFG1"
"15706","DISRUPTS TRANSPORT FUNCTION","AGPAT3"
"15707","DISRUPTS TRANSPORT FUNCTION","AGTR1"
"15708","DISRUPTS TRANSPORT FUNCTION","AKT1"
"15709","DISRUPTS TRANSPORT FUNCTION","AKT2"
"15710","DISRUPTS TRANSPORT FUNCTION","AKT3"
"15711","DISRUPTS TRANSPORT FUNCTION","ALPP"
"15712","DISRUPTS TRANSPORT FUNCTION","ALS2"
"15713","DISRUPTS TRANSPORT FUNCTION","ALS2CL"
"15714","DISRUPTS TRANSPORT FUNCTION","AMPH"
"15715","DISRUPTS TRANSPORT FUNCTION","ANK1"
"15716","DISRUPTS TRANSPORT FUNCTION","ANK2"
"15717","DISRUPTS TRANSPORT FUNCTION","ANK3"
"15718","DISRUPTS TRANSPORT FUNCTION","ANKRD27"
"15719","DISRUPTS TRANSPORT FUNCTION","ANKRD28"
"15720","DISRUPTS TRANSPORT FUNCTION","AP1B1"
"15721","DISRUPTS TRANSPORT FUNCTION","AP1G1"
"15722","DISRUPTS TRANSPORT FUNCTION","AP1G2"
"15723","DISRUPTS TRANSPORT FUNCTION","AP1M1"
"15724","DISRUPTS TRANSPORT FUNCTION","AP1M2"
"15725","DISRUPTS TRANSPORT FUNCTION","AP1S1"
"15726","DISRUPTS TRANSPORT FUNCTION","AP1S2"
"15727","DISRUPTS TRANSPORT FUNCTION","AP1S3"
"15728","DISRUPTS TRANSPORT FUNCTION","AP3B1"
"15729","DISRUPTS TRANSPORT FUNCTION","AP3S1"
"15730","DISRUPTS TRANSPORT FUNCTION","AP4B1"
"15731","DISRUPTS TRANSPORT FUNCTION","AP4E1"
"15732","DISRUPTS TRANSPORT FUNCTION","AP4M1"
"15733","DISRUPTS TRANSPORT FUNCTION","AP4S1"
"15734","DISRUPTS TRANSPORT FUNCTION","APP"
"15735","DISRUPTS TRANSPORT FUNCTION","ARCN1"
"15736","DISRUPTS TRANSPORT FUNCTION","AREG"
"15737","DISRUPTS TRANSPORT FUNCTION","ARF1"
"15738","DISRUPTS TRANSPORT FUNCTION","ARF3"
"15739","DISRUPTS TRANSPORT FUNCTION","ARF4"
"15740","DISRUPTS TRANSPORT FUNCTION","ARF5"
"15741","DISRUPTS TRANSPORT FUNCTION","ARF6"
"15742","DISRUPTS TRANSPORT FUNCTION","ARFGAP1"
"15743","DISRUPTS TRANSPORT FUNCTION","ARFGAP2"
"15744","DISRUPTS TRANSPORT FUNCTION","ARFGAP3"
"15745","DISRUPTS TRANSPORT FUNCTION","ARFIP2"
"15746","DISRUPTS TRANSPORT FUNCTION","ARFRP1"
"15747","DISRUPTS TRANSPORT FUNCTION","ARL1"
"15748","DISRUPTS TRANSPORT FUNCTION","ARPC1A"
"15749","DISRUPTS TRANSPORT FUNCTION","ARPC2"
"15750","DISRUPTS TRANSPORT FUNCTION","ARPC3"
"15751","DISRUPTS TRANSPORT FUNCTION","ARPC4"
"15752","DISRUPTS TRANSPORT FUNCTION","ARPC5"
"15753","DISRUPTS TRANSPORT FUNCTION","ARRB1"
"15754","DISRUPTS TRANSPORT FUNCTION","ARRB2"
"15755","DISRUPTS TRANSPORT FUNCTION","ASPSCR1"
"15756","DISRUPTS TRANSPORT FUNCTION","BET1"
"15757","DISRUPTS TRANSPORT FUNCTION","BET1L"
"15758","DISRUPTS TRANSPORT FUNCTION","BICD1"
"15759","DISRUPTS TRANSPORT FUNCTION","BICD2"
"15760","DISRUPTS TRANSPORT FUNCTION","BIN1"
"15761","DISRUPTS TRANSPORT FUNCTION","BLOC1S1"
"15762","DISRUPTS TRANSPORT FUNCTION","BLOC1S3"
"15763","DISRUPTS TRANSPORT FUNCTION","BLOC1S4"
"15764","DISRUPTS TRANSPORT FUNCTION","BLOC1S6"
"15765","DISRUPTS TRANSPORT FUNCTION","BNIP1"
"15766","DISRUPTS TRANSPORT FUNCTION","BTC"
"15767","DISRUPTS TRANSPORT FUNCTION","C2CD5"
"15768","DISRUPTS TRANSPORT FUNCTION","CAPZA1"
"15769","DISRUPTS TRANSPORT FUNCTION","CAPZA2"
"15770","DISRUPTS TRANSPORT FUNCTION","CAPZA3"
"15771","DISRUPTS TRANSPORT FUNCTION","CAPZB"
"15772","DISRUPTS TRANSPORT FUNCTION","CBL"
"15773","DISRUPTS TRANSPORT FUNCTION","CCZ1"
"15774","DISRUPTS TRANSPORT FUNCTION","CCZ1B"
"15775","DISRUPTS TRANSPORT FUNCTION","CD3D"
"15776","DISRUPTS TRANSPORT FUNCTION","CD3G"
"15777","DISRUPTS TRANSPORT FUNCTION","CD4"
"15778","DISRUPTS TRANSPORT FUNCTION","CD55"
"15779","DISRUPTS TRANSPORT FUNCTION","CD59"
"15780","DISRUPTS TRANSPORT FUNCTION","CENPE"
"15781","DISRUPTS TRANSPORT FUNCTION","CHM"
"15782","DISRUPTS TRANSPORT FUNCTION","CHML"
"15783","DISRUPTS TRANSPORT FUNCTION","CHMP2A"
"15784","DISRUPTS TRANSPORT FUNCTION","CHMP2B"
"15785","DISRUPTS TRANSPORT FUNCTION","CHMP3"
"15786","DISRUPTS TRANSPORT FUNCTION","CHMP4A"
"15787","DISRUPTS TRANSPORT FUNCTION","CHMP4B"
"15788","DISRUPTS TRANSPORT FUNCTION","CHMP4C"
"15789","DISRUPTS TRANSPORT FUNCTION","CHMP5"
"15790","DISRUPTS TRANSPORT FUNCTION","CHMP6"
"15791","DISRUPTS TRANSPORT FUNCTION","CHMP7"
"15792","DISRUPTS TRANSPORT FUNCTION","CHRM2"
"15793","DISRUPTS TRANSPORT FUNCTION","CLINT1"
"15794","DISRUPTS TRANSPORT FUNCTION","CLTB"
"15795","DISRUPTS TRANSPORT FUNCTION","CLTCL1"
"15796","DISRUPTS TRANSPORT FUNCTION","CLVS1"
"15797","DISRUPTS TRANSPORT FUNCTION","CLVS2"
"15798","DISRUPTS TRANSPORT FUNCTION","CNIH1"
"15799","DISRUPTS TRANSPORT FUNCTION","CNIH2"
"15800","DISRUPTS TRANSPORT FUNCTION","CNIH3"
"15801","DISRUPTS TRANSPORT FUNCTION","COG1"
"15802","DISRUPTS TRANSPORT FUNCTION","COG2"
"15803","DISRUPTS TRANSPORT FUNCTION","COG3"
"15804","DISRUPTS TRANSPORT FUNCTION","COG4"
"15805","DISRUPTS TRANSPORT FUNCTION","COG5"
"15806","DISRUPTS TRANSPORT FUNCTION","COG6"
"15807","DISRUPTS TRANSPORT FUNCTION","COG7"
"15808","DISRUPTS TRANSPORT FUNCTION","COG8"
"15809","DISRUPTS TRANSPORT FUNCTION","COL7A1"
"15810","DISRUPTS TRANSPORT FUNCTION","COPA"
"15811","DISRUPTS TRANSPORT FUNCTION","COPB1"
"15812","DISRUPTS TRANSPORT FUNCTION","COPB2"
"15813","DISRUPTS TRANSPORT FUNCTION","COPE"
"15814","DISRUPTS TRANSPORT FUNCTION","COPG1"
"15815","DISRUPTS TRANSPORT FUNCTION","COPG2"
"15816","DISRUPTS TRANSPORT FUNCTION","COPS2"
"15817","DISRUPTS TRANSPORT FUNCTION","COPS3"
"15818","DISRUPTS TRANSPORT FUNCTION","COPS4"
"15819","DISRUPTS TRANSPORT FUNCTION","COPS5"
"15820","DISRUPTS TRANSPORT FUNCTION","COPS6"
"15821","DISRUPTS TRANSPORT FUNCTION","COPS7A"
"15822","DISRUPTS TRANSPORT FUNCTION","COPS7B"
"15823","DISRUPTS TRANSPORT FUNCTION","COPS8"
"15824","DISRUPTS TRANSPORT FUNCTION","COPZ1"
"15825","DISRUPTS TRANSPORT FUNCTION","COPZ2"
"15826","DISRUPTS TRANSPORT FUNCTION","CPD"
"15827","DISRUPTS TRANSPORT FUNCTION","CSNK1D"
"15828","DISRUPTS TRANSPORT FUNCTION","CTSC"
"15829","DISRUPTS TRANSPORT FUNCTION","CTSZ"
"15830","DISRUPTS TRANSPORT FUNCTION","CTTN"
"15831","DISRUPTS TRANSPORT FUNCTION","CUX1"
"15832","DISRUPTS TRANSPORT FUNCTION","CYTH1"
"15833","DISRUPTS TRANSPORT FUNCTION","CYTH2"
"15834","DISRUPTS TRANSPORT FUNCTION","CYTH3"
"15835","DISRUPTS TRANSPORT FUNCTION","CYTH4"
"15836","DISRUPTS TRANSPORT FUNCTION","DAB2"
"15837","DISRUPTS TRANSPORT FUNCTION","DCTN1"
"15838","DISRUPTS TRANSPORT FUNCTION","DCTN2"
"15839","DISRUPTS TRANSPORT FUNCTION","DCTN3"
"15840","DISRUPTS TRANSPORT FUNCTION","DCTN4"
"15841","DISRUPTS TRANSPORT FUNCTION","DCTN5"
"15842","DISRUPTS TRANSPORT FUNCTION","DCTN6"
"15843","DISRUPTS TRANSPORT FUNCTION","DENND1A"
"15844","DISRUPTS TRANSPORT FUNCTION","DENND1B"
"15845","DISRUPTS TRANSPORT FUNCTION","DENND1C"
"15846","DISRUPTS TRANSPORT FUNCTION","DENND2A"
"15847","DISRUPTS TRANSPORT FUNCTION","DENND2C"
"15848","DISRUPTS TRANSPORT FUNCTION","DENND2D"
"15849","DISRUPTS TRANSPORT FUNCTION","DENND3"
"15850","DISRUPTS TRANSPORT FUNCTION","DENND4A"
"15851","DISRUPTS TRANSPORT FUNCTION","DENND4B"
"15852","DISRUPTS TRANSPORT FUNCTION","DENND4C"
"15853","DISRUPTS TRANSPORT FUNCTION","DENND5A"
"15854","DISRUPTS TRANSPORT FUNCTION","DENND5B"
"15855","DISRUPTS TRANSPORT FUNCTION","DENND6A"
"15856","DISRUPTS TRANSPORT FUNCTION","DENND6B"
"15857","DISRUPTS TRANSPORT FUNCTION","DNAJC6"
"15858","DISRUPTS TRANSPORT FUNCTION","DNASE2"
"15859","DISRUPTS TRANSPORT FUNCTION","DNM1"
"15860","DISRUPTS TRANSPORT FUNCTION","DNM2"
"15861","DISRUPTS TRANSPORT FUNCTION","DNM3"
"15862","DISRUPTS TRANSPORT FUNCTION","DTNBP1"
"15863","DISRUPTS TRANSPORT FUNCTION","DVL2"
"15864","DISRUPTS TRANSPORT FUNCTION","DYNC1H1"
"15865","DISRUPTS TRANSPORT FUNCTION","DYNC1I1"
"15866","DISRUPTS TRANSPORT FUNCTION","DYNC1I2"
"15867","DISRUPTS TRANSPORT FUNCTION","DYNC1LI1"
"15868","DISRUPTS TRANSPORT FUNCTION","DYNC1LI2"
"15869","DISRUPTS TRANSPORT FUNCTION","DYNLL1"
"15870","DISRUPTS TRANSPORT FUNCTION","DYNLL2"
"15871","DISRUPTS TRANSPORT FUNCTION","E"
"15872","DISRUPTS TRANSPORT FUNCTION","EGF"
"15873","DISRUPTS TRANSPORT FUNCTION","EGFR"
"15874","DISRUPTS TRANSPORT FUNCTION","EPGN"
"15875","DISRUPTS TRANSPORT FUNCTION","EPN1"
"15876","DISRUPTS TRANSPORT FUNCTION","EPN2"
"15877","DISRUPTS TRANSPORT FUNCTION","EPS15"
"15878","DISRUPTS TRANSPORT FUNCTION","EPS15L1"
"15879","DISRUPTS TRANSPORT FUNCTION","EREG"
"15880","DISRUPTS TRANSPORT FUNCTION","EXOC1"
"15881","DISRUPTS TRANSPORT FUNCTION","EXOC2"
"15882","DISRUPTS TRANSPORT FUNCTION","EXOC3"
"15883","DISRUPTS TRANSPORT FUNCTION","EXOC4"
"15884","DISRUPTS TRANSPORT FUNCTION","EXOC5"
"15885","DISRUPTS TRANSPORT FUNCTION","EXOC6"
"15886","DISRUPTS TRANSPORT FUNCTION","EXOC7"
"15887","DISRUPTS TRANSPORT FUNCTION","EXOC8"
"15888","DISRUPTS TRANSPORT FUNCTION","F5"
"15889","DISRUPTS TRANSPORT FUNCTION","F8"
"15890","DISRUPTS TRANSPORT FUNCTION","FCHO1"
"15891","DISRUPTS TRANSPORT FUNCTION","FCHO2"
"15892","DISRUPTS TRANSPORT FUNCTION","FNBP1"
"15893","DISRUPTS TRANSPORT FUNCTION","FNBP1L"
"15894","DISRUPTS TRANSPORT FUNCTION","FOLR1"
"15895","DISRUPTS TRANSPORT FUNCTION","FZD4"
"15896","DISRUPTS TRANSPORT FUNCTION","GABARAP"
"15897","DISRUPTS TRANSPORT FUNCTION","GABARAPL2"
"15898","DISRUPTS TRANSPORT FUNCTION","GAK"
"15899","DISRUPTS TRANSPORT FUNCTION","GALNT1"
"15900","DISRUPTS TRANSPORT FUNCTION","GALNT2"
"15901","DISRUPTS TRANSPORT FUNCTION","GAPVD1"
"15902","DISRUPTS TRANSPORT FUNCTION","GBF1"
"15903","DISRUPTS TRANSPORT FUNCTION","GCC1"
"15904","DISRUPTS TRANSPORT FUNCTION","GCC2"
"15905","DISRUPTS TRANSPORT FUNCTION","GDI1"
"15906","DISRUPTS TRANSPORT FUNCTION","GDI2"
"15907","DISRUPTS TRANSPORT FUNCTION","GGA1"
"15908","DISRUPTS TRANSPORT FUNCTION","GGA2"
"15909","DISRUPTS TRANSPORT FUNCTION","GGA3"
"15910","DISRUPTS TRANSPORT FUNCTION","GJA1"
"15911","DISRUPTS TRANSPORT FUNCTION","GJA10"
"15912","DISRUPTS TRANSPORT FUNCTION","GJA3"
"15913","DISRUPTS TRANSPORT FUNCTION","GJA4"
"15914","DISRUPTS TRANSPORT FUNCTION","GJA5"
"15915","DISRUPTS TRANSPORT FUNCTION","GJA8"
"15916","DISRUPTS TRANSPORT FUNCTION","GJA9"
"15917","DISRUPTS TRANSPORT FUNCTION","GJB1"
"15918","DISRUPTS TRANSPORT FUNCTION","GJB2"
"15919","DISRUPTS TRANSPORT FUNCTION","GJB3"
"15920","DISRUPTS TRANSPORT FUNCTION","GJB4"
"15921","DISRUPTS TRANSPORT FUNCTION","GJB5"
"15922","DISRUPTS TRANSPORT FUNCTION","GJB6"
"15923","DISRUPTS TRANSPORT FUNCTION","GJB7"
"15924","DISRUPTS TRANSPORT FUNCTION","GJC1"
"15925","DISRUPTS TRANSPORT FUNCTION","GJC2"
"15926","DISRUPTS TRANSPORT FUNCTION","GJD2"
"15927","DISRUPTS TRANSPORT FUNCTION","GJD3"
"15928","DISRUPTS TRANSPORT FUNCTION","GJD4"
"15929","DISRUPTS TRANSPORT FUNCTION","GNS"
"15930","DISRUPTS TRANSPORT FUNCTION","GOLGA1"
"15931","DISRUPTS TRANSPORT FUNCTION","GOLGA2"
"15932","DISRUPTS TRANSPORT FUNCTION","GOLGA4"
"15933","DISRUPTS TRANSPORT FUNCTION","GOLGA5"
"15934","DISRUPTS TRANSPORT FUNCTION","GOLGB1"
"15935","DISRUPTS TRANSPORT FUNCTION","GOLIM4"
"15936","DISRUPTS TRANSPORT FUNCTION","GORASP1"
"15937","DISRUPTS TRANSPORT FUNCTION","GOSR1"
"15938","DISRUPTS TRANSPORT FUNCTION","GOSR2"
"15939","DISRUPTS TRANSPORT FUNCTION","GPS1"
"15940","DISRUPTS TRANSPORT FUNCTION","GRB2"
"15941","DISRUPTS TRANSPORT FUNCTION","GRIA1"
"15942","DISRUPTS TRANSPORT FUNCTION","GRK2"
"15943","DISRUPTS TRANSPORT FUNCTION","GRK3"
"15944","DISRUPTS TRANSPORT FUNCTION","HBEGF"
"15945","DISRUPTS TRANSPORT FUNCTION","HGS"
"15946","DISRUPTS TRANSPORT FUNCTION","HIP1"
"15947","DISRUPTS TRANSPORT FUNCTION","HIP1R"
"15948","DISRUPTS TRANSPORT FUNCTION","HPS1"
"15949","DISRUPTS TRANSPORT FUNCTION","HPS4"
"15950","DISRUPTS TRANSPORT FUNCTION","HSPA8"
"15951","DISRUPTS TRANSPORT FUNCTION","IGF2R"
"15952","DISRUPTS TRANSPORT FUNCTION","IL7R"
"15953","DISRUPTS TRANSPORT FUNCTION","INS"
"15954","DISRUPTS TRANSPORT FUNCTION","ITSN1"
"15955","DISRUPTS TRANSPORT FUNCTION","ITSN2"
"15956","DISRUPTS TRANSPORT FUNCTION","KDELR1"
"15957","DISRUPTS TRANSPORT FUNCTION","KDELR2"
"15958","DISRUPTS TRANSPORT FUNCTION","KDELR3"
"15959","DISRUPTS TRANSPORT FUNCTION","KIAA0319"
"15960","DISRUPTS TRANSPORT FUNCTION","KIF11"
"15961","DISRUPTS TRANSPORT FUNCTION","KIF12"
"15962","DISRUPTS TRANSPORT FUNCTION","KIF13B"
"15963","DISRUPTS TRANSPORT FUNCTION","KIF15"
"15964","DISRUPTS TRANSPORT FUNCTION","KIF16B"
"15965","DISRUPTS TRANSPORT FUNCTION","KIF18A"
"15966","DISRUPTS TRANSPORT FUNCTION","KIF18B"
"15967","DISRUPTS TRANSPORT FUNCTION","KIF19"
"15968","DISRUPTS TRANSPORT FUNCTION","KIF1A"
"15969","DISRUPTS TRANSPORT FUNCTION","KIF1B"
"15970","DISRUPTS TRANSPORT FUNCTION","KIF1C"
"15971","DISRUPTS TRANSPORT FUNCTION","KIF20A"
"15972","DISRUPTS TRANSPORT FUNCTION","KIF20B"
"15973","DISRUPTS TRANSPORT FUNCTION","KIF21A"
"15974","DISRUPTS TRANSPORT FUNCTION","KIF21B"
"15975","DISRUPTS TRANSPORT FUNCTION","KIF22"
"15976","DISRUPTS TRANSPORT FUNCTION","KIF23"
"15977","DISRUPTS TRANSPORT FUNCTION","KIF25"
"15978","DISRUPTS TRANSPORT FUNCTION","KIF26A"
"15979","DISRUPTS TRANSPORT FUNCTION","KIF26B"
"15980","DISRUPTS TRANSPORT FUNCTION","KIF27"
"15981","DISRUPTS TRANSPORT FUNCTION","KIF28P"
"15982","DISRUPTS TRANSPORT FUNCTION","KIF2A"
"15983","DISRUPTS TRANSPORT FUNCTION","KIF2B"
"15984","DISRUPTS TRANSPORT FUNCTION","KIF2C"
"15985","DISRUPTS TRANSPORT FUNCTION","KIF3A"
"15986","DISRUPTS TRANSPORT FUNCTION","KIF3B"
"15987","DISRUPTS TRANSPORT FUNCTION","KIF3C"
"15988","DISRUPTS TRANSPORT FUNCTION","KIF4A"
"15989","DISRUPTS TRANSPORT FUNCTION","KIF4B"
"15990","DISRUPTS TRANSPORT FUNCTION","KIF5A"
"15991","DISRUPTS TRANSPORT FUNCTION","KIF5B"
"15992","DISRUPTS TRANSPORT FUNCTION","KIF5C"
"15993","DISRUPTS TRANSPORT FUNCTION","KIF6"
"15994","DISRUPTS TRANSPORT FUNCTION","KIF9"
"15995","DISRUPTS TRANSPORT FUNCTION","KIFAP3"
"15996","DISRUPTS TRANSPORT FUNCTION","KIFC1"
"15997","DISRUPTS TRANSPORT FUNCTION","KIFC2"
"15998","DISRUPTS TRANSPORT FUNCTION","KLC1"
"15999","DISRUPTS TRANSPORT FUNCTION","KLC2"
"16000","DISRUPTS TRANSPORT FUNCTION","KLC3"
"16001","DISRUPTS TRANSPORT FUNCTION","KLC4"
"16002","DISRUPTS TRANSPORT FUNCTION","LMAN1"
"16003","DISRUPTS TRANSPORT FUNCTION","LMAN1L"
"16004","DISRUPTS TRANSPORT FUNCTION","LMAN2"
"16005","DISRUPTS TRANSPORT FUNCTION","LMAN2L"
"16006","DISRUPTS TRANSPORT FUNCTION","LNPEP"
"16007","DISRUPTS TRANSPORT FUNCTION","LRP2"
"16008","DISRUPTS TRANSPORT FUNCTION","M6PR"
"16009","DISRUPTS TRANSPORT FUNCTION","MADD"
"16010","DISRUPTS TRANSPORT FUNCTION","MAN1A1"
"16011","DISRUPTS TRANSPORT FUNCTION","MAN1A2"
"16012","DISRUPTS TRANSPORT FUNCTION","MAN1C1"
"16013","DISRUPTS TRANSPORT FUNCTION","MAN2A1"
"16014","DISRUPTS TRANSPORT FUNCTION","MAN2A2"
"16015","DISRUPTS TRANSPORT FUNCTION","MAP1LC3B"
"16016","DISRUPTS TRANSPORT FUNCTION","MCFD2"
"16017","DISRUPTS TRANSPORT FUNCTION","MIA2"
"16018","DISRUPTS TRANSPORT FUNCTION","MIA3"
"16019","DISRUPTS TRANSPORT FUNCTION","MON1A"
"16020","DISRUPTS TRANSPORT FUNCTION","MON1B"
"16021","DISRUPTS TRANSPORT FUNCTION","MVB12A"
"16022","DISRUPTS TRANSPORT FUNCTION","MVB12B"
"16023","DISRUPTS TRANSPORT FUNCTION","MYH9"
"16024","DISRUPTS TRANSPORT FUNCTION","MYO1C"
"16025","DISRUPTS TRANSPORT FUNCTION","MYO5A"
"16026","DISRUPTS TRANSPORT FUNCTION","MYO6"
"16027","DISRUPTS TRANSPORT FUNCTION","NAA30"
"16028","DISRUPTS TRANSPORT FUNCTION","NAA35"
"16029","DISRUPTS TRANSPORT FUNCTION","NAA38"
"16030","DISRUPTS TRANSPORT FUNCTION","NAPA"
"16031","DISRUPTS TRANSPORT FUNCTION","NAPB"
